-32, 31, -35, -30, -33, 6, 17, -22
12, -26, -58, 20, -10, 6, -38, -13
-2, -11, -95, 2, 15, 47, 5, -34
-3, 1, -50, 74, 25, 0, 8, -5
25, -30, 24, -11, -65, -17, -10, 25
-17, -23, -10, -54, -66, 8, -32, -31
15, 1, -58, -66, 2, -13, -66, -24
12, 16, -52, -68, -24, -21, -33, 28
-6, 5, 23, -53, -26, -8, 33, -10
-8, -4, 12, -17, 3, -26, 23, -64
-31, -3, -42, 34, -2, -34, -1, -13
-12, -31, 64, -29, 52, -5, 37, 6
26, -35, 41, -8, 48, -2, 0, -30
54, -48, -23, 34, -8, 8, -57, -28
3, -51, 36, -14, 12, 37, -26, 21
-12, 18, 18, 25, -9, -10, 37, 74
-18, 45, 33, -1, 27, -27, 39, 3
-36, 6, 80, -50, 68, 17, 16, 10
1, -30, -51, 26, 14, 3, 9, 38
-15, 16, -58, -31, 1, -31, 51, -36
18, 18, 1, -38, 32, 6, 20, -3
10, -13, -22, 41, 10, 11, -29, 21
-40, 49, 47, -17, -16, -7, -10, 0
-2, -14, -49, 13, 17, 26, -60, 7
8, -27, -1, -20, 1, -17, -21, -32
6, 5, 118, -80, 21, -15, 14, -37
-38, -23, -26, 8, 24, 30, -17, -26
-33, 44, -5, -14, -37, 1, 11, -29
-11, -7, 5, -16, -20, -3, 3, 4
-44, -42, -76, 71, 3, -18, 0, -14
-1, -30, -42, -24, -6, 10, 4, -33
3, -46, -17, -70, -20, 56, -36, -36
-11, -27, 1, 1, 35, 2, -19, -4
3, -46, -30, -17, 39, -32, 39, 44
-16, 8, -42, 31, 12, 16, 24, -5
-12, 10, 10, 23, 32, 28, 16, 5
-14, -10, -53, -71, -11, -14, 47, 11
-17, -2, -81, -15, 0, -20, -17, -23
-11, 1, 24, 44, 6, 27, -58, 8
-19, 62, 49, -51, -10, 25, 17, -68
6, 11, -41, -73, -35, -36, -6, -93
15, -43, -67, 20, -49, 14, -49, 12
-35, -13, 5, 12, 42, 25, -44, 7
-16, -13, -1, -27, 41, -50, -32, -36
23, 12, -57, 9, -19, -29, 26, -29
-31, 36, -48, 44, -24, -1, -5, 3
-23, -9, 18, 3, -29, 22, -25, 21
-5, -9, 36, -13, -15, 45, 26, 4
-3, -5, 3, 55, 24, 21, 2, -8
11, 8, 56, 18, 18, 19, 3, -16
-3, 50, 33, -56, -24, 7, 28, -42
29, 9, -21, 45, -25, -35, -37, -56
1, -14, 34, -9, -41, 2, -44, -4
35, -36, -27, -44, 18, 5, -10, -4
53, 19, -50, 73, 73, -21, -23, -44
-37, 34, 29, -14, 0, 52, -19, -13
12, -46, 9, 28, 3, 52, -21, -18
32, 15, -26, 33, 13, -26, -22, -25
13, 17, -13, 3, -4, -3, -36, -3
20, -29, 48, 109, 9, 13, -11, -12
-31, 0, 27, 40, 5, -23, -5, 27
-66, 6, -48, 12, 0, 24, -12, 0
-23, 32, -67, 37, 0, 7, 8, -46
36, -6, -32, 44, 18, -17, -2, 30
16, -22, 71, 3, 4, 12, 46, 19
-7, 32, 22, -14, -5, -29, 20, -18
22, 3, -89, 47, 6, -6, -11, -28
40, 1, -16, -35, -12, 26, 28, -59
17, -34, 67, -36, -53, 2, 31, 17
7, -34, 5, 29, -24, -29, -10, -4
2, 25, -44, -1, 26, 22, -34, -28
4, -12, 2, -49, -26, 64, 49, 30
5, -12, -67, 6, -29, 4, 7, 2
-8, -10, 20, 132, 12, 15, -33, 27
44, -14, 98, 24, 24, 15, 20, 0
39, -1, -79, -33, 14, 5, -10, 7
-10, -23, 1, 17, -10, 22, 20, 38
5, -19, 6, 8, 2, -17, -1, -44
-16, -31, -125, 38, -3, 8, -72, -8
-6, -24, 12, 13, -5, 38, -51, 34
29, -4, 76, 97, -38, 16, -13, 17
-17, 2, 24, 64, -54, -6, 10, -6
0, 26, 32, -51, 18, -19, -14, -39
9, 5, -15, -12, 0, 31, -19, -21
-44, -5, 32, -70, -22, 57, 19, -58
-10, 24, 77, -58, -27, 16, 28, -42
-12, 41, -47, -16, -40, 8, 11, 39
-23, 0, -67, -20, 12, 14, -27, 1
17, -33, -61, 20, 0, -14, -50, -7
2, 17, -24, -26, -3, -3, -24, 6
-7, 31, 33, -57, -21, 35, 2, 2
-16, 34, 11, 74, -15, 49, -7, 3
-7, 33, 40, 74, 28, 39, 7, -17
32, -20, 3, -5, -3, -23, 42, 21
-4, -16, -26, 25, 12, -18, 17, -30
16, 16, 43, -34, 21, 5, 6, -8
52, 6, 30, -32, 8, -10, 30, 50
4, 1, -14, 10, 8, 18, -3, -24
21, 39, -24, 16, 15, -20, 29, -6
28, 30, 27, 25, 19, -31, 36, -29
-29, -24, 101, -22, -6, 2, -1, -23
-32, 7, 35, -68, -9, 3, 56, -6
-13, -31, 34, -98, -31, 17, 38, -24
-48, -35, 36, -41, -29, -14, 20, 18
-23, 41, -83, -6, 9, -7, 24, -24
3, -23, -46, -21, 3, -8, 2, 2
-13, 9, -36, 12, -6, -17, 9, 12
18, 16, -31, 11, 20, 4, 11, -28
-36, -48, 66, -41, 8, -14, 56, 44
-43, 13, 64, -87, -26, 47, 25, 20
29, 11, -6, -41, -23, 49, -19, -50
-17, 2, -40, 21, -13, -2, -2, -6
-20, 12, 16, 7, 11, 16, -10, 6
14, 15, 65, -6, -31, -28, 18, -16
2, 35, -13, -21, -21, 6, -5, 0
3, -7, -89, 15, 71, 7, -21, -9
-7, -43, -32, -53, 5, -32, 0, 10
13, -25, 58, -24, -42, -11, 6, -15
-30, -41, 76, 148, 43, -63, 38, 24
-43, -32, -8, -71, 48, -2, -25, 72
-26, 8, 90, -27, -2, 18, -29, -4
-52, 34, 113, 67, -24, -9, 32, 70
49, 62, -101, -113, 23, 65, -5, 42
53, -21, -48, -5, 53, 57, 23, -31
19, -22, 19, -15, 17, 3, 3, -21
70, 30, -51, 34, 27, 0, -48, -45
39, -12, -88, 91, 13, 52, -14, 29
31, 30, -5, 25, 22, 21, -41, 47
-14, -15, 84, 20, 36, -29, -24, 47
9, -53, -47, 6, 16, 12, 11, -11
89, 1, -109, 58, 14, -6, -26, -54
2, -26, -8, -49, -44, -21, -1, 15
-36, -26, 31, -99, -10, -7, 41, 19
-34, -55, 52, -20, 25, 10, 33, 70
-12, -46, 46, -54, -31, 28, 19, 37
30, 49, 6, -52, -4, -29, -4, -91
29, 33, 24, -19, 6, -29, -28, -60
3, -30, 16, -3, -20, 3, -6, -8
-31, 9, 33, -34, -29, -18, 54, -20
4, 33, -17, -18, 23, -15, 57, -35
-19, -22, -6, 39, 35, -20, 40, -4
-24, -12, 77, 13, -30, -41, 11, 41
-2, -35, -19, 49, 23, -7, -51, -15
-1, -45, -27, 26, -1, -8, 6, -34
-14, 24, 3, -78, -37, -57, 30, -9
-60, -22, 9, -21, 17, -39, -22, -28
-44, -22, 45, -12, -19, 17, 36, -6
-58, 14, 27, -24, 38, 84, 103, -18
-14, -31, -38, 76, 78, 41, 20, -5
36, 6, -12, 6, 32, -43, -31, 41
-20, -11, 43, 13, 11, -22, 44, -8
-29, -39, 61, 36, -22, 3, 23, -39
-20, -5, 38, -52, -7, -13, 6, -38
28, -18, -58, 1, -11, -36, 0, -4
52, 30, 17, -23, -25, 0, -23, 16
32, 7, -60, -57, 40, 19, -6, -42
22, -45, -99, 19, 57, 23, -75, 1
-47, -12, -13, 42, -25, 38, -47, 47
-73, -3, -64, -29, -39, 3, 32, 42
-37, -9, 15, 12, -1, -18, -9, 48
-17, -31, 22, 91, -27, -13, -11, 28
-31, -11, 7, 79, -3, 17, -19, 41
-22, 21, 34, 17, 56, 45, -7, 1
-22, 43, 36, 4, 3, 17, 31, -19
-35, 57, 45, 61, -8, -18, -6, -10
27, 2, 1, -22, 47, -22, 11, -19
54, -15, -23, 19, 33, -17, -8, 8
-12, -17, 60, 60, 19, 3, -20, 32
-57, -13, 97, -92, -9, 13, 50, 28
17, 2, -50, -70, 22, -17, -49, -15
25, -15, -52, 37, 28, -17, -64, 6
-19, -9, 28, -25, -22, 1, 34, 32
-7, -11, -11, -7, -5, 18, -21, -1
-25, -14, 32, 53, -36, 34, -6, -9
14, -38, -46, -15, -23, -22, -26, 40
25, -15, -126, 1, -1, -13, -76, 25
16, -9, -31, 15, -28, 45, -31, -45
10, -9, -22, -12, -16, 4, -2, -38
15, 74, 40, -23, -19, -7, 65, -10
52, 32, 21, -14, 25, 23, 38, 5
-5, -14, -1, -72, 9, -5, 9, -9
-1, 12, 57, -77, -49, -13, 27, -24
50, 21, -8, 27, 14, 12, 9, -16
15, 15, 8, 37, 15, -11, -4, 35
-31, -37, 1, 81, 13, -11, -38, 21
1, -18, 9, 61, 23, 6, -9, -4
26, 17, 37, -4, 0, -28, 7, 38
-21, -3, 3, 10, 3, -67, -40, -28
-41, 24, 16, -16, -60, -19, -71, -7
6, 4, 14, -16, -7, 11, 10, 48
56, -18, 70, 2, 33, -7, 75, -24
12, 4, 40, -27, -28, 7, 6, -69
-4, -25, -58, -37, -1, -47, 6, -36
63, 0, 22, 18, 20, -32, 21, 5
63, -15, 46, 35, 21, 10, -44, -2
-8, -24, -18, 6, -3, 45, -30, 13
7, 17, 8, 38, 18, 54, 8, -30
56, -37, 5, 38, 28, -57, -19, -17
-19, -15, 16, -35, 9, 16, 13, 9
-32, 8, 7, -38, 12, 53, 48, -72
45, -53, -54, 7, -7, -29, -20, -21
18, -28, -13, 25, 26, 55, -34, 33
-5, -21, -8, 85, 8, 31, 6, 46
24, -44, 20, 18, -25, -41, -29, -1
-6, -3, 50, -82, 7, 29, -15, -56
-8, -9, -6, 46, 40, 2, 0, -7
18, -8, 66, 7, 27, -29, -27, -36
14, -12, 60, -52, -28, 35, 8, -30
12, -51, -35, 20, -13, -5, -26, 3
23, -15, -4, -122, 16, -17, -15, -39
31, -17, -56, -85, 7, 5, 51, -37
-11, -41, -80, 43, 42, -28, 1, 33
-5, -40, 38, -56, 31, -14, 14, 27
-10, -48, -2, -50, -30, -48, 33, -31
-23, -31, -17, 75, -10, -20, -29, 12
3, -28, 32, 41, -29, 49, -2, -15
-37, -22, 3, -52, -2, -23, 55, -57
-12, 3, 63, -26, -6, 6, 2, 16
24, -20, 24, 49, -88, 15, 2, 34
12, -23, 0, 98, 29, -51, 49, 11
7, -11, 38, 0, 50, 32, -18, -37
17, -57, 40, -67, -4, 14, -34, -27
-1, -8, 86, -1, 36, -18, -5, 4
-19, 14, -55, -3, -16, 6, -26, -34
-2, -8, -65, -42, 10, -16, 17, -8
-1, -11, 67, 40, 53, 17, 12, 12
59, -41, 18, 52, -2, -21, -45, 23
24, 9, 32, -89, -3, 1, 27, 16
-10, -26, 18, -52, 5, 42, 47, -31
8, -11, -46, 31, 36, -16, 20, -34
-25, 20, 48, 30, 45, -15, 42, 39
4, -56, 66, -12, 12, -48, 4, 35
-9, -10, -5, -50, -5, -21, 17, -38
-2, 4, 88, 7, -41, 61, 62, 16
13, 20, 42, 5, 1, 24, 10, 11
-32, 38, -43, 10, 14, 30, -34, -20
-18, -30, 47, 19, -48, 26, 28, 9
-25, -47, -8, 1, -24, -34, 12, -3
-24, -28, -41, 29, -9, -10, -34, 10
39, -24, 38, 4, -11, -11, 67, 2
55, -30, 44, -10, 13, -31, 57, -26
42, 15, 20, 8, -10, 16, -66, -11
42, 14, -4, 8, 24, 22, 2, -24
5, -33, -14, 6, 34, 12, 41, -19
25, -22, -21, -8, 47, 36, -49, 35
21, -18, 98, -6, 58, 18, -23, 15
-34, -20, 130, 64, -61, -30, -21, -28
19, -41, 45, 57, -3, -53, 7, -60
-5, -24, 2, -25, 4, 35, 24, -27
-18, 27, -77, 30, -88, 65, -89, 46
16, -44, 51, 119, 4, -40, -48, 34
29, -89, 55, 48, 56, -12, 18, 4
6, -19, -33, -40, 35, 35, -9, -18
-17, 26, 105, 3, -13, 3, 21, -22
59, 39, 54, 4, -20, 13, 9, 3
-8, 3, -59, 1, 35, 3, 27, 24
-9, -3, 61, -15, 7, 0, 60, -39
33, -4, 109, -3, -7, -23, 32, -67
-58, -40, -1, 74, 48, -37, 35, 12
-5, -34, 42, -17, 3, 65, -19, 30
15, -43, 36, -25, -34, 18, -42, 21
-9, 12, -1, 64, 7, -42, -5, 18
-13, 34, 76, -34, 16, 8, 19, 16
-25, -18, -12, -49, -2, -27, -4, 8
13, 19, -24, 101, -22, 0, -23, 30
-26, 23, 31, 107, 26, 27, 48, 32
-43, -5, -20, 9, 43, 5, 13, 13
-19, 11, -16, -19, -40, -21, -50, 37
-40, 12, 63, -16, -11, -27, -27, -6
-32, -15, 89, -45, 60, 4, -51, 22
25, 7, -77, -51, -1, 18, -66, 58
40, 28, -32, 38, 1, 52, -29, 0
4, -23, 30, 47, 8, 46, -45, -13
7, 6, -69, 26, -31, -27, -7, 10
31, 14, 54, 30, 13, -41, 10, 33
-3, 3, 70, -56, 9, 29, -45, -9
-23, 32, 13, 0, -15, 38, -44, 17
38, -14, -37, 67, -1, 17, -39, 62
-12, -1, -21, -77, 29, -11, 30, 15
-80, -9, 64, -44, 22, -47, 32, 19
2, -35, -57, 64, -18, -46, -37, 25
39, 18, -101, -91, -7, -44, -2, -6
12, 14, -47, -110, -2, -10, 33, -10
-2, -27, -8, 2, -15, 15, 36, -8
23, -31, -18, -38, -12, 43, -12, 1
-21, -2, 1, 4, -8, 32, -80, 43
-55, 9, 77, 47, 2, -16, -32, 44
-28, 16, 31, -7, 16, -11, 28, -9
-50, 18, -19, -67, 17, -44, 38, -29
29, -22, 30, -92, 21, -31, 42, 16
1, -21, 38, -31, 30, 20, 23, 5
-67, 11, -20, -28, 5, -19, 33, -51
-13, -20, 11, 5, 9, 15, 37, -2
-9, 35, 34, 36, 16, 36, 22, -1
9, 68, -6, 16, -24, -12, 6, 12
3, -21, -11, 7, 14, 61, 16, 33
