15, -20, 11, 18
23, 21, 4, 37
29, 25, -18, 26
15, -28, 38, -37
28, -8, 26, -83
-9, 31, -39, -10
21, 4, -16, 9
24, 10, -6, -7
-26, -35, -3, 11
12, -30, -20, -5
18, -1, -18, -8
8, -30, 32, -10
22, -6, -12, -8
5, -15, -41, -30
18, -29, 4, -45
46, 8, 6, 8
32, 9, -26, -16
55, -25, 16, -40
42, -6, 22, 11
-7, 18, -20, 5
11, -6, -1, 13
25, 6, -43, 21
5, 20, -59, -7
5, -6, 14, -36
-4, -39, 33, -55
8, -59, 16, 30
6, 0, -3, 48
-45, 30, -47, -59
-6, -10, -27, -56
-13, 39, 11, -30
-48, 38, -27, -34
-3, -34, -8, 4
0, -19, -9, -42
5, -10, -6, -41
18, -27, 17, 16
7, -23, -32, -50
-20, -6, 49, -65
-4, 27, 56, -25
21, -5, 0, -22
-1, -21, 57, -4
-9, 26, 38, 3
-19, -5, 33, -21
8, -23, 7, -47
2, -25, -28, -24
-18, 14, -18, 15
6, 64, -30, -5
-25, -7, 0, -21
-5, -15, -5, 9
27, 25, -9, -11
0, 19, 42, -38
10, -10, 5, -7
-34, -5, 25, -13
-72, 13, 43, -1
1, -27, 1, 34
6, -38, 32, -28
-14, -36, -2, -37
-11, -22, 2, 11
-15, -32, 6, 5
27, -51, -45, -7
19, -22, -38, -28
-30, -24, -23, -10
-28, -4, -16, -20
5, 17, -36, -49
2, 6, 6, 12
22, 30, 22, 18
47, 12, -38, 5
15, -33, 29, 33
10, -5, 49, -38
-6, 21, 2, -58
-29, 31, 38, 19
-8, 15, -17, 40
0, 0, 13, -5
14, -7, 51, -58
33, -20, -35, -16
28, 40, -10, -9
14, 41, -14, -48
-36, -5, -8, -6
-39, -1, 13, -8
-26, -18, -5, -1
-31, 8, 4, -14
5, 23, -35, -35
1, -10, -9, 7
-1, -16, 3, -13
4, -21, -35, -18
24, 16, -23, -8
47, 22, -12, 9
13, -31, 3, 15
-23, 26, 32, -51
-15, 44, -1, 3
1, -41, -47, 75
8, -5, -19, 29
39, 30, -21, 8
5, 13, 17, 34
6, 23, 7, 49
-11, -27, -9, 18
-50, 4, 70, 14
9, 42, -8, -3
-8, -40, -23, 1
2, 7, 12, 8
3, 43, -47, -21
2, -47, 36, -12
38, -24, 45, -8
-22, -9, 2, 20
6, -9, 39, -10
27, 35, -5, 16
-2, -16, -3, 82
-1, -17, -6, 19
-48, 23, 18, 6
-72, -24, 53, 33
-22, 9, -6, 18
42, 54, 23, 13
13, 17, 10, 4
-10, -11, -27, 4
-2, -20, 13, -16
-4, 2, 0, -45
50, 6, 34, 28
26, -6, 59, 40
-9, -5, -26, -38
33, -15, -29, -39
1, 9, 18, -1
7, 14, 17, 17
59, -44, 32, 17
1, -46, 1, -12
-19, -31, -18, -18
-3, -35, 43, 27
-28, -3, 41, 22
1, 7, -10, 12
-4, 9, -18, -9
-2, -10, 11, -27
17, -41, 47, 12
-16, -11, 29, -8
-10, -5, 3, -14
-5, -28, 9, 11
2, 4, -31, -2
-4, 37, -30, -9
-49, 16, 15, 0
-3, -13, -7, -10
32, -7, 4, -5
23, 26, -15, -25
7, 48, -44, -83
-27, 20, 44, 0
21, -37, 59, -1
47, -9, 6, -56
36, 0, -13, -6
16, -38, -33, -18
-16, 8, -55, 17
7, 17, -30, 5
11, -31, 24, -21
7, -48, -23, -34
-5, -21, -26, -20
8, -27, 21, 52
15, -19, -7, -20
7, 24, -15, 26
36, -47, -4, 69
-30, -45, 30, -24
-30, 31, 27, 6
25, 14, -19, -11
6, -1, 18, -14
23, -12, 28, 45
-7, 0, 6, 49
-13, -3, -26, 64
35, -33, -53, 23
28, 8, 14, -14
-2, 36, -24, -32
-20, 16, -49, -7
-7, -5, -8, 43
-26, 4, -27, -5
-37, -6, 12, 17
3, -44, 2, -2
17, -1, 10, -62
13, 10, -6, -15
-6, -20, -49, 8
3, 15, 47, 47
9, 30, 24, 34
1, 0, -39, -27
-9, -13, 6, -13
-34, -3, -19, -13
31, -25, 20, -20
41, -20, 13, 23
12, -1, -41, 19
28, -27, 54, -31
-23, -8, 13, -44
-14, 31, -58, 23
32, -17, -22, 56
0, -22, -15, 6
-31, 25, 49, 17
-1, -13, 18, 2
32, -10, -44, 26
-6, 9, 17, 53
-4, 38, -3, -15
30, 33, 2, 18
-16, -48, 45, 41
-17, -23, 0, -10
-14, 37, 7, 11
0, 31, 62, 10
16, -2, 31, -23
-29, -21, -34, 17
16, -7, 4, 34
-9, -2, 13, 25
-69, -15, 15, 45
-14, 35, 38, 26
15, 1, -23, -11
5, -64, 0, -36
-42, -7, 8, -8
-33, -28, -31, 18
6, -41, -2, -16
-38, -19, -10, 19
-10, -34, -12, 27
-6, -30, -3, -18
-27, -6, 26, 24
60, 59, 19, 0
12, 14, -71, -14
-25, -3, -39, 60
27, 25, 29, 37
-14, -61, 9, 18
-13, -25, 16, 27
-9, 32, -4, 30
14, 18, -34, 46
12, -5, 18, 0
-31, -26, 11, 6
38, 32, -14, 39
48, 40, -6, 9
17, 9, -12, 33
13, 8, 40, -13
-31, -14, 2, -50
-25, -37, -51, 39
-4, -3, -12, 11
-20, 18, -36, -21
-29, -1, -55, 28
7, 2, 5, 66
-2, -57, 8, 64
-25, -39, -33, -7
1, 31, -5, -22
-14, -28, -12, -28
-7, -30, -5, -57
-16, 2, 6, -15
-34, -19, -40, 8
8, -31, 9, -4
16, -41, 26, -15
16, -8, -47, -18
19, -3, -29, -28
-24, -20, 6, -23
11, 6, -18, -1
32, -29, 3, -15
-52, -19, 20, 24
-31, 7, -6, 35
48, -27, -3, 2
42, 29, -7, 18
-20, 13, 28, 54
-18, -29, 41, 46
45, 5, -36, -15
38, -28, -6, -3
18, -2, 34, 5
3, 1, -22, -5
9, -13, 15, -5
76, 41, 24, -23
44, -19, -21, 3
20, -64, 9, 29
38, -34, 17, 22
-20, -27, -2, -17
-9, -11, -22, -13
11, -36, -34, -8
18, -41, -14, -5
27, 13, -4, 57
12, -24, 7, 36
20, -62, 31, -17
58, -7, 7, 8
55, -6, -1, 26
-15, -26, 49, 6
24, 8, 3, 16
33, -8, -50, 26
-27, -35, 1, -8
-13, -14, -20, 8
2, 10, -11, -20
-11, 13, 0, -76
-28, 4, -59, 18
-4, -12, -12, 39
12, -4, 12, -19
-14, 8, -24, -24
-10, -38, -58, -24
24, -35, -20, -20
-28, -7, 17, -49
-26, -24, -43, -25
38, -9, 1, -23
-28, 5, 30, -30
-11, -32, -37, -13
26, -15, -15, -10
-11, 10, 6, -1
28, 4, 0, -57
9, 33, 51, -31
10, -32, 9, 9
59, -50, 1, 13
-1, -15, 102, 47
-43, -16, 45, -9
-18, 30, 23, -37
8, -24, 15, 14
-8, -2, -60, 12
-6, 48, 4, -6
35, -7, 3, -4
3, 51, -18, -11
-22, 42, 21, -2
34, -36, -32, 38
22, -22, -22, 16
-22, -21, 16, -46
22, -2, -5, 9
33, 28, 19, 26
22, 8, 12, -33
9, -10, 15, 3
-17, 16, 9, 29
45, 8, -12, -5
55, 2, 47, -9
3, 43, 17, -4
35, 12, 15, -25
21, 0, 38, -6
-10, 2, -13, -1
13, -30, 10, -8
28, -1, -9, 7
23, -16, -55, -19
5, -14, 4, -5
9, -10, 36, 1
12, -12, -29, -25
14, 51, 3, -31
5, -2, 50, -47
-22, -5, -15, -54
-13, 41, 28, -55
15, 36, 42, -39
14, 50, -3, -23
16, 9, -3, -10
-4, 18, -57, -21
6, 29, 30, -47
15, -31, 58, -5
-49, -31, -41, 12
-10, 0, 26, -19
58, 4, 26, 12
22, -2, -44, -19
-12, -41, -13, -24
14, -22, -5, 22
22, 19, -17, -40
1, -9, 7, -36
-16, 11, -35, -30
-10, 43, -46, 5
35, 24, 0, 31
4, 45, -42, -40
-33, 25, -9, -20
0, -20, 11, 13
0, -1, -21, -11
-1, -31, 52, -19
13, -29, 6, 16
3, -4, -55, 26
2, 7, -13, 4
-8, 41, -11, -13
0, -10, 9, -12
18, -20, 24, -15
17, -18, 27, -38
16, -45, 20, -27
13, 6, -15, -25
40, -13, 3, -5
23, -17, 31, 17
28, -13, -12, -9
22, -37, -34, -25
-14, -16, 6, -10
28, -47, -17, -11
-13, -28, -28, -24
-10, -20, 26, 19
53, -2, 35, 31
19, 37, 37, 17
-1, -20, 45, 16
2, -6, 25, -22
15, 2, -3, 12
-15, -37, 18, 12
-22, -20, 35, -10
28, -50, -17, 29
-27, -48, -4, -18
-38, -7, 9, -33
25, -25, 19, -10
-21, -21, 3, -21
-22, -14, -47, -7
16, -29, 8, 9
-7, -17, -28, 64
3, 4, -28, 38
25, -16, 12, -14
39, -15, -33, 33
7, 3, -29, 9
-30, 6, -25, -1
-8, 5, 4, -1
2, -3, 4, -26
-13, -7, 4, -1
-24, -45, 24, 28
-25, -36, 0, 15
-36, -13, 7, -42
-14, -34, 36, -12
-33, -39, -27, -2
-52, -36, -69, -26
5, -8, -17, -25
-8, -11, 3, -13
8, 1, 8, 2
45, -14, -40, -67
-2, -11, -62, -39
-17, 1, -10, 0
11, -58, -25, -41
33, 47, -43, -38
7, 56, -10, -39
-20, -5, -45, 8
-19, 51, -2, 5
-46, -29, 27, 3
6, -3, -68, 51
29, 73, -28, -21
-55, -8, 17, -37
21, -38, 26, -17
65, 16, 15, -3
19, 17, 9, 33
34, -21, 17, 2
-9, 5, -49, 24
19, -4, -10, 47
30, 1, 43, -13
5, 14, -28, 13
25, -6, -56, 33
-18, 18, -28, -44
-15, 11, 4, 15
-19, 12, 53, -2
-38, -43, 42, -63
-1, -44, -19, 8
23, 29, -64, 1
-23, -19, -57, 52
-38, 19, 5, 44
5, 33, 13, -19
-54, -39, -1, 5
-39, -10, -7, 2
16, -11, -7, 69
5, -14, 8, 45
-4, 10, -21, -32
-11, -12, -15, 44
36, -22, 28, 41
-4, -32, 3, -26
-13, -41, -36, 7
1, 14, -29, 30
-46, 3, 19, -15
-4, -52, 11, -14
-44, -25, -24, -2
-36, -14, 5, -28
64, -4, -26, -25
-1, -6, 5, -44
-36, -24, 71, -19
-13, 6, 34, 26
-20, -25, 31, -4
15, -32, -12, -34
12, 28, -29, -20
19, -8, 5, 6
19, -24, 0, -8
7, 36, 6, 13
36, 13, -7, 19
-13, -22, -35, -7
-4, 17, -15, 15
32, -17, -18, 1
4, -3, -48, 5
28, 31, -8, 11
28, -7, -15, -21
-11, 23, -30, -5
-9, -27, -7, -6
2, -47, -14, -19
-31, 41, 19, 4
-8, 54, 8, 0
28, 5, -58, -6
-21, -44, -28, -6
-15, -5, 16, -23
44, 10, -32, -4
-9, 13, -43, 7
-49, 2, -3, -8
27, -25, -18, 5
53, 32, -9, 15
-4, -1, -9, -3
-51, -20, -87, -52
-9, -29, -21, -23
6, -53, 51, 40
-19, -14, -31, 9
50, -55, -44, -14
35, -11, 0, -30
-13, -4, 7, -48
-10, -39, -22, -19
-28, 1, -10, -15
6, -34, -7, -35
-20, -1, 8, -45
-1, -25, 38, -26
11, -43, -5, -1
-33, 20, -11, 5
30, -41, -32, 11
14, -22, -65, -42
7, 7, -35, -27
15, -28, 1, 21
-9, -19, -12, -35
37, -61, 9, -22
12, 5, 33, -25
-31, 32, 1, -44
6, -55, -4, 12
4, -10, -37, 28
-26, -1, 9, 14
16, 24, 49, 21
-5, 24, -21, 0
-30, -15, 27, -39
25, 41, 51, 36
16, -12, 7, 37
12, -33, 18, -8
22, 8, -47, 32
12, -32, 0, -1
-17, -45, 60, 14
-6, -38, -22, 2
25, -7, 14, -22
-19, -12, 21, 35
-29, 2, -15, 9
-22, 47, 15, -4
16, -15, 24, 33
49, -35, -5, 53
15, -14, -22, 21
-17, -35, -25, -7
-7, -15, -28, -17
39, 29, 11, 11
-14, 17, -1, 78
-51, -12, -5, 10
23, 26, 0, -11
13, 15, -48, 30
-14, 8, -40, -11
41, 6, -8, -11
-6, -56, -3, -26
-16, -22, -23, -25
23, -21, -7, 5
-28, -23, 24, -22
18, 2, -18, -20
16, -38, -7, 6
-43, 20, 19, 56
14, 33, -28, 42
24, 5, -2, 9
6, 23, -17, 4
13, -54, -54, -29
-28, -68, -20, 8
-35, -8, 12, -3
-10, 20, 32, -35
-9, 15, 16, 33
3, -25, 30, 35
-22, -13, 30, -34
-47, -30, 1, -22
-24, -37, -31, -33
-20, -18, -26, -62
-36, -22, 63, 30
-3, 24, 34, 14
13, 5, 7, -47
-9, -3, 99, -11
11, -27, 48, -11
-1, -72, 23, 67
-1, -11, 76, 31
-8, -6, -34, -62
-21, 5, -30, 19
27, 10, 23, 7
-1, 0, 5, 46
13, 14, 21, 62
44, -23, -62, -9
11, 6, -10, 23
43, 28, 9, 16
24, -21, -53, 38
-49, -9, 29, 8
-45, 17, 19, 27
-8, -38, -16, 61
10, -21, -18, -1
24, 18, 1, 33
-5, -9, 18, -20
-15, 1, -14, -27
10, -5, 30, -2
-16, -12, 53, -12
1, -34, -32, 24
21, -16, -42, -34
-9, 11, 13, -12
-3, -17, -7, 17
2, -7, -42, 23
-11, -33, -31, 30
-5, -40, -8, -12
2, -14, 11, 21
-12, -22, -26, 42
-4, 6, -79, 69
33, -14, -29, 69
-4, -27, 1, 23
-41, 23, -16, 27
-18, -8, -41, 15
-15, -13, -51, 5
4, -2, 6, 27
2, 1, 4, -17
12, 18, -4, -21
33, -55, -2, 47
8, -38, -2, 5
8, 72, 70, -30
-35, 29, 42, 3
-42, -44, -54, 14
-20, -43, -31, 5
-32, -34, -9, 22
-8, 35, -44, 43
8, 2, -26, 7
36, -54, -16, 16
22, 10, 3, -15
14, -27, 64, -12
36, -3, 21, 50
37, 41, -34, -43
22, -9, 6, -30
-9, 38, -16, 39
3, 5, -46, -18
22, -21, -18, -16
-2, 38, 25, -33
-6, -11, 5, -8
32, -50, -71, 52
-7, -3, -20, 6
-16, 30, 52, -8
16, -23, 24, -34
-7, -22, -3, -14
20, 14, 25, 35
20, -2, 56, -12
-12, 14, 21, -43
6, 2, -8, -31
15, 25, -11, 28
-2, 1, -36, 6
2, -48, -17, -15
24, 3, 20, -6
-12, -6, 14, -35
-45, 9, -7, 41
11, 8, -25, 28
-20, -26, -20, -39
-59, -9, 4, -28
35, -2, 23, -33
17, -11, 61, 13
16, -30, 46, 40
60, -3, -8, 10
-34, -23, -1, -48
-16, -34, -57, -71
-13, -5, -56, -1
-63, -35, -15, -17
-4, -37, -23, -24
-3, -28, 7, 52
25, 29, -65, -4
30, 28, -43, -12
8, -19, 2, 28
53, 7, -23, -20
43, 7, 23, -8
30, 7, -15, -28
18, 7, -23, -19
-27, 22, -11, 10
-39, 9, -42, -17
7, -33, -45, -23
24, 5, -27, -4
-41, 21, -16, 31
-23, 13, -10, -7
39, 13, 5, 17
1, -13, -29, 20
-29, 4, -20, -29
23, 24, 0, 12
23, -18, -30, -23
-31, -25, -24, -18
14, 10, -8, 11
-3, -35, -22, 12
-46, -50, 1, 1
32, -10, -9, -52
33, -12, -51, -22
-7, 17, -3, -27
7, 21, 6, -14
19, -11, -15, -17
-23, -33, -4, -44
-27, 2, -8, 54
23, 42, -7, 53
20, 3, 4, -22
14, -37, 39, 1
13, -22, 52, -2
6, -17, 26, -41
-31, -30, -22, -30
-5, 27, -11, -28
9, -7, 16, 22
-60, -30, 15, 23
-18, 2, 58, -50
5, -34, -4, -22
7, 38, -66, -16
33, 73, -44, -40
-6, 2, -41, -24
14, 16, -17, 1
4, 43, -43, 0
-48, -34, -36, -9
3, -46, -36, -25
27, -4, -49, -43
-4, -44, 10, 1
8, -20, -16, 31
-14, -13, -17, 9
-51, -46, 20, 2
-27, -17, -17, 11
-31, 1, -43, 35
-15, 12, -33, 24
41, -3, -26, -9
-25, -14, 1, 17
-46, 15, 20, 8
-4, 15, -46, -20
-9, 18, -29, -20
-8, 21, 12, -6
-38, -17, -5, -11
11, -4, 42, -34
19, 11, 34, 18
-1, 33, 18, 13
29, 42, 15, -31
22, -31, -28, -15
27, -6, -25, -15
-7, 9, 17, -54
6, -12, 53, -57
28, 15, 10, -4
18, -11, -9, 2
61, -5, -33, -30
52, -10, -78, -2
5, -8, 53, 48
18, 24, 69, 16
11, -4, -21, -12
-37, -18, -2, -25
-31, -22, -37, -49
29, -30, -14, -14
27, 14, 8, 24
-50, 20, -23, 8
-37, -16, 23, -20
32, 21, 25, -15
21, 16, 11, -18
-14, -35, 55, 18
-13, -7, 13, 34
-6, 10, -38, -22
20, 18, -7, 3
20, -4, -5, 1
-20, -41, 10, -49
-4, 9, -28, -17
-8, -12, -23, 1
-24, -66, 53, 13
-20, -4, 14, 29
-13, 47, 12, 27
21, -7, 18, 37
-27, -29, 3, 12
20, 19, 44, -15
30, 49, 54, -8
-47, 38, 6, 17
31, 6, 4, 1
-27, 50, 24, 10
-36, 29, -20, 30
50, -2, 14, -20
7, 26, 8, -3
9, -19, -56, -33
-17, 1, -2, -39
-25, 6, -11, 14
-2, -25, -9, -19
-21, 30, 0, 4
-1, -17, -7, 9
8, -71, 35, 0
37, 16, 3, 20
47, -13, 15, -28
-3, -17, 2, -57
-8, 18, 12, 2
-12, -89, 37, 44
-13, -36, 8, 26
17, 20, 25, 24
4, -24, -16, 22
-18, -22, -30, -43
25, -40, 11, -62
31, -1, 4, -11
-27, -9, -18, -16
-50, 16, -19, -4
-11, 61, -23, 25
28, -11, -14, -7
-24, -10, -17, -24
-28, 4, -12, 0
7, -7, 14, 5
-42, 0, 12, -21
-2, -22, 36, -39
38, -16, 24, -19
-35, -8, -7, 25
-6, -20, -9, 40
37, -5, -10, 5
8, 26, -8, 2
9, 39, -15, 27
-33, 2, -6, -6
-14, 15, 18, -26
49, 39, 20, -39
-21, -30, 20, -52
-51, -9, 38, -6
-27, 12, 5, -17
-18, -5, -1, -34
-3, 37, -18, -44
-21, 14, -26, -48
-11, 6, 49, -7
5, 17, 17, -7
7, 0, -44, 16
28, 19, -50, -1
12, 31, -29, -41
0, 15, 1, 3
41, -25, 22, 8
47, -36, 8, -9
-10, -5, -44, 13
-24, 13, -52, 15
29, -9, -46, 22
22, -31, 2, 1
-16, -17, -12, -17
14, 20, -47, -25
7, -23, 3, -25
-4, -102, -2, 29
40, 7, -43, 11
8, 57, -45, -10
-24, 2, 54, -4
-12, 51, 21, -8
-31, -4, -64, 22
12, 0, -42, 37
15, 41, -31, 9
-11, -13, 5, -22
50, -3, -22, 9
-3, -12, 43, -3
-28, 12, 35, -10
-10, 10, -31, 39
-30, -6, 24, 25
22, 9, -31, 19
-20, 12, -30, 11
-25, 19, -13, 3
8, -55, -16, -18
-16, -39, 12, -20
21, 30, -15, 10
-24, -20, 6, -37
-13, -29, 7, -5
-7, 19, -43, 14
-35, -18, -61, -39
31, -50, -18, -24
-12, 28, 32, 21
-12, 33, 31, 29
-6, -2, 7, -25
-12, -1, -7, -8
21, -27, -20, -6
-13, -19, -68, -45
15, 3, -36, -2
18, -3, 49, 13
0, -51, 28, -22
3, -13, 5, -33
-38, 27, 13, 23
-10, -10, -4, 8
26, 3, 16, -54
26, -13, 35, -21
24, 23, 24, -27
-28, 42, -17, -27
-23, 9, -31, 18
2, 0, -12, -7
3, -6, -6, -41
13, 38, 42, -20
-30, -17, 18, 3
5, -23, -5, -41
19, 58, 13, -30
-54, 0, -23, 16
-40, -20, -23, -24
-23, 11, -46, 22
-8, -35, -47, 12
31, -42, 9, -76
-7, -44, 15, -55
-21, -27, -39, -49
16, 34, -46, -17
-6, 31, 10, 9
10, -1, 27, 10
-25, -18, -2, 21
-42, 25, -3, 19
26, 5, 32, -19
3, -49, -3, -46
2, -11, -37, 26
-21, 18, -26, -9
-40, 25, -13, -7
26, 15, 34, 21
35, 26, 24, -62
-19, 30, 6, -26
-15, -1, 72, -24
-14, -40, 14, -31
14, -2, -6, 36
66, 34, 56, 36
-16, -32, -29, 16
-13, 4, 6, 45
13, 46, 17, 46
-15, 5, -53, -3
34, -5, 20, -9
-6, 2, 28, -38
-13, -23, 17, -30
31, -17, 9, 20
1, 10, -34, 37
50, -18, -23, 50
32, -15, 18, 26
-61, 20, 41, -4
5, -8, 12, -24
43, -33, 10, 30
10, 8, 2, 47
18, 15, -46, -29
-19, 36, -32, -15
-17, 25, 50, -8
5, 0, 77, -2
-6, -37, 38, 15
13, -79, 17, -17
-30, 22, 10, -35
-23, 17, -14, -74
29, -34, -66, -55
6, 3, -47, -9
21, -33, 14, -37
-3, -37, 27, -19
-8, -10, 19, -1
13, -12, -30, -18
-7, 1, -23, -28
10, -12, 32, -39
-15, -8, -3, 13
-4, 10, -48, 10
-1, 9, 14, -22
-11, -14, 41, -32
-9, -23, -19, -46
-77, -35, 9, 6
-5, -50, 43, -28
44, 19, 31, -26
-33, 33, 12, 46
-1, -15, 2, -22
22, -22, 58, -5
-36, -30, 67, 26
-31, -49, 31, -22
31, -33, -2, 34
-3, 18, -13, 16
-43, 11, 19, -23
-16, -27, -6, -4
-16, -25, -37, -2
2, -6, -28, 7
10, 9, -56, -30
1, 1, -17, -45
-7, -21, 44, -30
-22, -9, -26, -2
-8, 24, -8, 19
44, 24, 33, 12
35, -14, -14, -13
-24, -5, 25, -41
10, 6, 20, -14
37, -45, 13, -8
43, -16, 6, -3
40, 18, -20, -11
-13, -7, 17, -47
-22, -38, 25, 4
-22, -63, 72, -30
-14, -25, 40, -98
3, -6, -16, -26
13, -12, 32, -5
10, 25, 50, -29
-5, 4, 61, -7
20, -37, 11, -6
4, -6, -64, -43
-19, -12, -40, -33
8, -22, -20, 14
31, -44, 0, -4
10, -29, 21, -45
-10, 20, -22, -1
10, -35, -39, 52
-14, -64, 3, 18
31, -35, 66, -28
32, 21, -7, -37
-24, 34, -49, 8
-3, -2, 3, 58
-30, -1, -31, 26
-34, -11, 7, 0
-26, 24, -13, 13
-3, 62, -43, -11
-2, -5, 42, -28
-14, -46, 23, 22
19, -48, -8, -14
27, -46, -5, -66
34, 3, 0, -6
11, -9, 42, 14
3, -16, -23, 27
6, 5, -47, 9
41, 6, 13, 29
51, 8, 24, 47
-36, -9, 30, -1
-32, -1, -4, 59
11, -13, -9, -20
9, -11, -39, -94
3, -10, 11, -7
-23, 17, 92, -18
-52, 39, 10, -36
7, 15, -21, -35
10, 13, 14, -25
-68, -37, 10, -17
12, -23, -26, -14
58, 26, -18, 5
18, 10, 45, -19
-3, -1, 51, -18
